geometry/coordinates/0,geometry/coordinates/1,geometry/type,properties/DatasetId,properties/VersionNumber,properties/ReleaseNumber,properties/RowId,properties/Attributes/global_id,properties/Attributes/RegisterID,properties/Attributes/Id,properties/Attributes/ObjectName,properties/Attributes/ObjectShortName,properties/Attributes/FacilityType,properties/Attributes/SportZoneName,properties/Attributes/SportZoneType,properties/Attributes/PropertyType,properties/Attributes/DepartamentalAffiliationType,properties/Attributes/DepartamentalAffiliation,properties/Attributes/AdmArea,properties/Attributes/District,properties/Attributes/Address,properties/Attributes/Email,properties/Attributes/WebSite,properties/Attributes/HelpPhone,properties/Attributes/HelpPhoneExtension,properties/Attributes/ObjectOperOrgName,properties/Attributes/ObjectOperOrgOgrn,properties/Attributes/ObjectOperOrgPhone,properties/Attributes/ObjectOperOrgPhoneExtension,properties/Attributes/ObjectOperOrgEmail,properties/Attributes/ObjectWorkingHours/0/global_id,properties/Attributes/ObjectWorkingHours/0/DayOfWeek,properties/Attributes/ObjectWorkingHours/0/Hours,properties/Attributes/ObjectWorkingHours/1/global_id,properties/Attributes/ObjectWorkingHours/1/DayOfWeek,properties/Attributes/ObjectWorkingHours/1/Hours,properties/Attributes/ObjectWorkingHours/2/global_id,properties/Attributes/ObjectWorkingHours/2/DayOfWeek,properties/Attributes/ObjectWorkingHours/2/Hours,properties/Attributes/ObjectWorkingHours/3/global_id,properties/Attributes/ObjectWorkingHours/3/DayOfWeek,properties/Attributes/ObjectWorkingHours/3/Hours,properties/Attributes/ObjectWorkingHours/4/global_id,properties/Attributes/ObjectWorkingHours/4/DayOfWeek,properties/Attributes/ObjectWorkingHours/4/Hours,properties/Attributes/ObjectWorkingHours/5/global_id,properties/Attributes/ObjectWorkingHours/5/DayOfWeek,properties/Attributes/ObjectWorkingHours/5/Hours,properties/Attributes/ObjectWorkingHours/6/global_id,properties/Attributes/ObjectWorkingHours/6/DayOfWeek,properties/Attributes/ObjectWorkingHours/6/Hours,properties/Attributes/ObjectClarificationOfWorkingHours,properties/Attributes/ObjectHasEquipmentRental,properties/Attributes/ObjectEquipmentRentalComments,properties/Attributes/ObjectHasTechService,properties/Attributes/ObjectTechServiceComments,properties/Attributes/ObjectHasDressingRoom,properties/Attributes/ObjectHasEatery,properties/Attributes/ObjectHasToilet,properties/Attributes/ObjectHasWifi,properties/Attributes/ObjectHasCashMachine,properties/Attributes/ObjectHasFirstAidPost,properties/Attributes/ObjectHasMusic,properties/Attributes/SportZoneLongitudeWGS84,properties/Attributes/SportZoneLatitudeWGS84,properties/Attributes/SportZoneUsagePeriodFrom,properties/Attributes/SportZoneUsagePeriodTo,properties/Attributes/SportZoneWorkingHours/0/global_id,properties/Attributes/SportZoneWorkingHours/0/DayOfWeek,properties/Attributes/SportZoneWorkingHours/0/Hours,properties/Attributes/SportZoneWorkingHours/1/global_id,properties/Attributes/SportZoneWorkingHours/1/DayOfWeek,properties/Attributes/SportZoneWorkingHours/1/Hours,properties/Attributes/SportZoneWorkingHours/2/global_id,properties/Attributes/SportZoneWorkingHours/2/DayOfWeek,properties/Attributes/SportZoneWorkingHours/2/Hours,properties/Attributes/SportZoneWorkingHours/3/global_id,properties/Attributes/SportZoneWorkingHours/3/DayOfWeek,properties/Attributes/SportZoneWorkingHours/3/Hours,properties/Attributes/SportZoneWorkingHours/4/global_id,properties/Attributes/SportZoneWorkingHours/4/DayOfWeek,properties/Attributes/SportZoneWorkingHours/4/Hours,properties/Attributes/SportZoneWorkingHours/5/global_id,properties/Attributes/SportZoneWorkingHours/5/DayOfWeek,properties/Attributes/SportZoneWorkingHours/5/Hours,properties/Attributes/SportZoneWorkingHours/6/global_id,properties/Attributes/SportZoneWorkingHours/6/DayOfWeek,properties/Attributes/SportZoneWorkingHours/6/Hours,properties/Attributes/SportZoneClarificationOfWorkingHours,properties/Attributes/SportZoneStatus,properties/Attributes/SportZoneArea,properties/Attributes/SportZoneLength,properties/Attributes/SportZoneWidth,properties/Attributes/SportZoneHasTribunes,properties/Attributes/SportZoneLighting,properties/Attributes/SportZoneSurfaceType,properties/Attributes/SportZonePaid,properties/Attributes/SportZonePaidComments,properties/Attributes/SportZoneHasMusic,properties/Attributes/SportZoneDisabilityFriendly,properties/Attributes/SportZoneEquipmentComments,properties/Attributes/Dataset,properties/Attributes/geoData/type,properties/Attributes/geoData/coordinates/0,properties/Attributes/geoData/coordinates/1,type,properties/Attributes/Photo/0
37.699674549298,55.887643398551,Point,1251,4,1,8110e2eb-5693-43f2-8509-f2fcafecedfc,38650963,1020194,100327,Джамгаровский парк,Джамгаровский парк,парк (озелененная городская территория),универсальная спортивная площадка №3,универсальная спортивная площадка,государственная региональная,региональная,Департамент культуры города Москвы,Северо-Восточный административный округ,Лосиноостровский район,"Стартовая улица, дом 10",info@bapark.ru,bapark.ru,(499) 184-34-22,,,,,,,590592,понедельник,10:00-23:00,590593,вторник,10:00-23:00,590594,среда,10:00-23:00,590595,четверг,10:00-23:00,590596,пятница,10:00-23:00,590597,суббота,10:00-23:00,590598,воскресенье,10:00-23:00,,нет,,нет,,нет,нет,да,нет,нет,нет,нет,37.699674549038626,55.88764339862953,01.01,31.12,591035,понедельник,10:00-22:00,591036,вторник,10:00-22:00,591037,среда,10:00-22:00,591038,четверг,10:00-22:00,591039,пятница,10:00-22:00,591040,суббота,10:00-22:00,591041,воскресенье,10:00-22:00,,функционирует,250,25,10,,без дополнительного освещения,специальное покрытие,,,нет,не приспособлен,,Площадки спортивные универсальные в парках,Point,37.699674549298,55.887643398551,Feature,
37.588964353696,55.71704955904,Point,1251,4,1,1c9a46a1-ffb2-4c76-9e83-3165e9fcbf42,38650964,1020209,103170,Государственное автономное учреждение культуры города Москвы «Центральный парк культуры и отдыха имени М. Горького»,Парк Горького,парк (озелененная городская территория),"универсальная спортивная площадка, поле для мини-футбола в Нескучном саду",универсальная спортивная площадка,государственная региональная,региональная,Департамент культуры города Москвы,Центральный административный округ,район Якиманка,"улица Крымский Вал, дом 9, строение 1",info@park-gorkogo.com,www.park-gorkogo.com,(495) 995-00-20,,Государственное автономное учреждение культуры города Москвы «Центральный парк культуры и отдыха имени М. Горького»,1027739258249,,,,590599,понедельник,08:00-23:00,590600,вторник,08:00-23:00,590601,среда,08:00-23:00,590602,четверг,08:00-23:00,590603,пятница,08:00-23:00,590604,суббота,08:00-23:00,590605,воскресенье,08:00-23:00,,нет,,да,,да,да,да,да,нет,да,нет,37.588964353615296,55.717049558861326,01.01,31.12,591042,понедельник,10:00-23:00,591043,вторник,10:00-23:00,591044,среда,10:00-23:00,591045,четверг,10:00-23:00,591046,пятница,10:00-23:00,591047,суббота,10:00-23:00,591048,воскресенье,10:00-23:00,,функционирует,864,48,18,96,смешанное освещение,газонное покрытие (искусственное),,,нет,частично приспособлен,,Площадки спортивные универсальные в парках,Point,37.588964353696,55.71704955904,Feature,
37.466990005779,55.824140104316,Point,1251,4,1,1b7a50fb-0874-4b4f-8fe0-6b1f8e51a882,38650580,1011351,108292,парк (озелененная городская территория),парк (озелененная городская территория),парк (озелененная городская территория),универсальная спортивная площадка,универсальная спортивная площадка,государственная региональная,региональная,Департамент природопользования и охраны окружающей среды города Москвы,Северо-Западный административный округ,район Покровское-Стрешнево,"Иваньковское шоссе, дом 8, строение 1",,,,,,,,,,589073,понедельник,08:00-21:00,589074,вторник,08:00-21:00,589075,среда,08:00-21:00,589076,четверг,08:00-21:00,589077,пятница,08:00-21:00,589078,суббота,08:00-21:00,589079,воскресенье,08:00-21:00,,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,37.46699000545889,55.82414010439876,01.01,31.12,589516,понедельник,08:00-20:00,589517,вторник,08:00-20:00,589518,среда,08:00-20:00,589519,четверг,08:00-20:00,589520,пятница,08:00-20:00,589521,суббота,08:00-20:00,589522,воскресенье,08:00-20:00,,функционирует,800,40,20,,без дополнительного освещения,грунтовое покрытие,,,нет,не приспособлен,,Площадки спортивные универсальные в парках,Point,37.466990005779,55.824140104316,Feature,
37.56352641125,55.890406886436,Point,1251,4,1,1ae32351-a5f4-45f8-9418-128501000531,4857136,1019570,100532,Парк «Северные Дубки»,Парк «Северные Дубки»,парк (озелененная городская территория),универсальная спортивная площадка №1,универсальная спортивная площадка,государственная региональная,региональная,Департамент культуры города Москвы,Северный административный округ,район Восточное Дегунино,"Керамический проезд, дом 65, корпус 1",Liapark@ya.ru,liapark.ru,(499) 908-35-00,,,,,,,113829,понедельник,07:00-23:00,113830,вторник,07:00-23:00,113831,среда,07:00-23:00,113832,четверг,07:00-23:00,113833,пятница,07:00-23:00,113834,суббота,07:00-23:00,113835,воскресенье,07:00-23:00,,да,,да,,да,да,да,нет,нет,нет,нет,37.56352641090426,55.89040688651949,01.04,30.11,114360,понедельник,07:00-23:00,114361,вторник,07:00-23:00,114362,среда,07:00-23:00,114363,четверг,07:00-23:00,114364,пятница,07:00-23:00,114365,суббота,07:00-23:00,114366,воскресенье,07:00-23:00,,функционирует,339.3,26.1,13,,смешанное освещение,специальное покрытие,,,нет,не приспособлен,,Площадки спортивные универсальные в парках,Point,37.56352641125,55.890406886436,Feature,ef3719b7-025b-4afb-88df-809081d474b6
37.669978606778,55.694477858831,Point,1251,4,1,b86c7587-9d1e-476c-a9aa-8746067ddcce,58197259,1022448,108690,Парк 60-летия Октября,Парк 60-летия Октября,парк (озелененная городская территория),универсальная спортивная площадка,универсальная спортивная площадка,государственная региональная,региональная,Департамент культуры города Москвы,Южный административный округ,район Нагатинский Затон,"проспект Андропова, владение 9",kuzay07@yandex.ru,,(499) 175-33-69,,,,,,,600189,понедельник,08:00-22:00,600190,вторник,08:00-22:00,600191,среда,08:00-22:00,600192,четверг,08:00-22:00,600193,пятница,08:00-22:00,600194,суббота,08:00-22:00,600195,воскресенье,08:00-22:00,,да,,нет,,да,да,да,нет,нет,нет,нет,37.66997860657278,55.69447785864458,01.01,31.12,600632,понедельник,08:00-22:00,600633,вторник,08:00-22:00,600634,среда,08:00-22:00,600635,четверг,08:00-22:00,600636,пятница,08:00-22:00,600637,суббота,08:00-22:00,600638,воскресенье,08:00-22:00,,функционирует,1800,60,30,,без дополнительного освещения,специальное покрытие,,,нет,не приспособлен,,Площадки спортивные универсальные в парках,Point,37.669978606778,55.694477858831,Feature,
37.578256311542,55.906938463697,Point,1251,4,1,21339b25-1e5f-45dc-badf-1d6fad9d17b4,61823410,1030434,108523,Усадьба Алтуфьево,Усадьба Алтуфьево,парк (озелененная городская территория),волейбольная площадка,универсальная спортивная площадка,государственная региональная,региональная,Департамент культуры города Москвы,Северо-Восточный административный округ,район Лианозово,"Алтуфьевское шоссе, дом 147А",liapark@yandex.ru,liapark.ru,(499) 908-35-00,,Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»,1027700304048,,,,606622,понедельник,07:00-23:00,606623,вторник,07:00-23:00,606624,среда,07:00-23:00,606625,четверг,07:00-23:00,606626,пятница,07:00-23:00,606627,суббота,07:00-23:00,606628,воскресенье,07:00-23:00,,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,37.57825631191723,55.90693846368464,01.09,31.08,607065,понедельник,07:00-23:00,607066,вторник,07:00-23:00,607067,среда,07:00-23:00,607068,четверг,07:00-23:00,607069,пятница,07:00-23:00,607070,суббота,07:00-23:00,607071,воскресенье,07:00-23:00,,функционирует,258,25.8,10,,смешанное освещение,специальное покрытие,,,нет,не приспособлен,,Площадки спортивные универсальные в парках,Point,37.578256311542,55.906938463697,Feature,
37.578444783479,55.906989984919,Point,1251,4,1,c2e83046-28bf-41eb-b3d4-06f0c43691c1,61823414,1030435,108523,Усадьба Алтуфьево,Усадьба Алтуфьево,парк (озелененная городская территория),Волейбольная площадка №2,универсальная спортивная площадка,государственная региональная,региональная,Департамент культуры города Москвы,Северо-Восточный административный округ,район Лианозово,"Алтуфьевское шоссе, дом 147А",liapark@yandex.ru,liapark.ru,(499) 908-35-00,,Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»,1027700304048,,,,606629,понедельник,07:00-23:00,606630,вторник,07:00-23:00,606631,среда,07:00-23:00,606632,четверг,07:00-23:00,606633,пятница,07:00-23:00,606634,суббота,07:00-23:00,606635,воскресенье,07:00-23:00,,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,37.57844478320264,55.90698998467319,01.09,31.08,607072,понедельник,07:00-23:00,607073,вторник,07:00-23:00,607074,среда,07:00-23:00,607075,четверг,07:00-23:00,607076,пятница,07:00-23:00,607077,суббота,07:00-23:00,607078,воскресенье,07:00-23:00,,функционирует,270,22.5,12,,смешанное освещение,специальное покрытие,,,нет,не приспособлен,,Площадки спортивные универсальные в парках,Point,37.578444783479,55.906989984919,Feature,
37.579146805195,55.906959557003,Point,1251,4,1,e7e190a9-0cdb-4422-b0dd-8d74b5c2de3a,61823418,1030436,108523,Усадьба Алтуфьево,Усадьба Алтуфьево,парк (озелененная городская территория),баскетбольная площадка,универсальная спортивная площадка,государственная региональная,региональная,Департамент культуры города Москвы,Северо-Восточный административный округ,район Лианозово,"Алтуфьевское шоссе, дом 147А",liapark@yandex.ru,liapark.ru,(499) 908-35-00,,Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»,1027700304048,,,,606636,понедельник,07:00-23:00,606637,вторник,07:00-23:00,606638,среда,07:00-23:00,606639,четверг,07:00-23:00,606640,пятница,07:00-23:00,606641,суббота,07:00-23:00,606642,воскресенье,07:00-23:00,,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,37.579146805310174,55.90695955699903,01.09,31.08,607079,понедельник,07:00-23:00,607080,вторник,07:00-23:00,607081,среда,07:00-23:00,607082,четверг,07:00-23:00,607083,пятница,07:00-23:00,607084,суббота,07:00-23:00,607085,воскресенье,07:00-23:00,,функционирует,629,37,17,,смешанное освещение,специальное покрытие,,,нет,не приспособлен,,Площадки спортивные универсальные в парках,Point,37.579146805195,55.906959557003,Feature,
37.656336038085,55.664693050158,Point,1251,4,1,afbbc95e-c7fd-4085-90b0-bf786155ef55,4857147,1019711,102282,Парк культуры и отдыха в Садовниках,ПКиО в Садовниках,парк (озелененная городская территория),универсальная спортивная площадка,универсальная спортивная площадка,государственная региональная,региональная,Департамент культуры города Москвы,Южный административный округ,район Нагатино-Садовники,"проспект Андропова, дом 58А",kyzay07@yandex.ru,www.park-kuzminki.ru,(499) 175-33-69,,Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»,1027739424514,,,,113906,понедельник,08:00-22:00,113907,вторник,08:00-22:00,113908,среда,08:00-22:00,113909,четверг,08:00-22:00,113910,пятница,08:00-22:00,113911,суббота,08:00-22:00,113912,воскресенье,08:00-22:00,,да,,нет,,да,да,да,нет,нет,нет,нет,37.65633603809008,55.66469305020322,01.04,30.11,114437,понедельник,08:00-22:00,114438,вторник,08:00-22:00,114439,среда,08:00-22:00,114440,четверг,08:00-22:00,114441,пятница,08:00-22:00,114442,суббота,08:00-22:00,114443,воскресенье,08:00-22:00,,функционирует,660,30,22,,освещение светодиодными лампами,специальное покрытие,,,нет,не приспособлен,,Площадки спортивные универсальные в парках,Point,37.656336038085,55.664693050158,Feature,ce2fd748-9e31-45b4-886f-ed0d571f756b
37.472977604135,55.832827320908,Point,1251,4,1,a8f4f2e7-255e-4583-be08-220a3645a79f,61878212,1020100,109374,"Зона отдыха «Покровский берег», пляж «Химки-2»",Зона отдыха «Покровский берег»,парк (озелененная городская территория),универсальная спортивная площадка,универсальная спортивная площадка,государственная региональная,региональная,Департамент культуры города Москвы,Северо-Западный административный округ,район Покровское-Стрешнево,"Иваньковское шоссе, дом 2",info@mosparks.ru,mosparks.ru/,(495) 640-73-55,,Государственное автономное учреждение культуры города Москвы «Музейно-парковый комплекс «Северное Тушино»,1027739481241,,,,608827,понедельник,07:00-22:00,608828,вторник,07:00-22:00,608829,среда,07:00-22:00,608830,четверг,07:00-22:00,608831,пятница,07:00-22:00,608832,суббота,07:00-22:00,608833,воскресенье,07:00-22:00,,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,37.472977603764036,55.83282732079772,01.04,30.11,609214,понедельник,07:00-22:00,609215,вторник,07:00-22:00,609216,среда,07:00-22:00,609217,четверг,07:00-22:00,609218,пятница,07:00-22:00,609219,суббота,07:00-22:00,609220,воскресенье,07:00-22:00,,функционирует,800,20,40,,освещение лампами накаливания,специальное покрытие,,,нет,не приспособлен,,Площадки спортивные универсальные в парках,Point,37.472977604135,55.832827320908,Feature,
37.776974627107,55.741479040152,Point,1251,4,1,66ec0dc8-082e-4f2e-9233-ce0bb50babb8,4488204,1009738,106396,Государственное автономное учреждение культуры города Москвы «Перовский парк культуры и отдыха»,Парк «Перовский»,парк (озелененная городская территория),универсальная спортивная площадка №1,универсальная спортивная площадка,государственная региональная,региональная,Департамент культуры города Москвы,Восточный административный округ,район Перово,"улица Лазо, дом 7, строение 2",ppkio@mail.ru,,(495) 309-53-42,310,,,,,,110290,понедельник,06:00-23:00,110291,вторник,06:00-23:00,110292,среда,06:00-23:00,110293,четверг,06:00-23:00,110294,пятница,06:00-23:00,110295,суббота,06:00-23:00,110296,воскресенье,06:00-23:00,,да,,нет,,нет,да,да,да,нет,нет,да,37.77697462699627,55.741479040165466,01.04,30.11,110797,понедельник,08:00-22:00,110798,вторник,08:00-22:00,110799,среда,08:00-22:00,110800,четверг,08:00-22:00,110801,пятница,08:00-22:00,110802,суббота,08:00-22:00,110803,воскресенье,08:00-22:00,,функционирует,126,18,7,,без дополнительного освещения,специальное покрытие,,,нет,не приспособлен,,Площадки спортивные универсальные в парках,Point,37.776974627107,55.741479040152,Feature,a43d023e-fef9-4f3f-b968-4aa823986388
37.599045994315,55.90116109663,Point,1251,4,1,136d3428-c893-4794-946b-e31cbbd8885a,4488884,1016413,103814,Планируемый к созданию Комплексный заказник Алтуфьевский,Комплексный заказник Алтуфьевский,парк (озелененная городская территория),универсальная спортивная площадка,универсальная спортивная площадка,государственная региональная,региональная,Департамент природопользования и охраны окружающей среды города Москвы,Северо-Восточный административный округ,район Бибирево,"Алтуфьевское шоссе, дом 94",leshoz_sewer@mail.ru,,(495) 579-29-76,,,,,,,110479,понедельник,07:00-23:00,110480,вторник,07:00-23:00,110481,среда,07:00-23:00,110482,четверг,07:00-23:00,110483,пятница,07:00-23:00,110484,суббота,07:00-23:00,110485,воскресенье,07:00-23:00,,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,37.59904599453801,55.90116109680095,01.12,31.03,110986,понедельник,07:00-23:00,110987,вторник,07:00-23:00,110988,среда,07:00-23:00,110989,четверг,07:00-23:00,110990,пятница,07:00-23:00,110991,суббота,07:00-23:00,110992,воскресенье,07:00-23:00,,функционирует,200,20,10,,освещение газоразрядными лампами,грунтовое покрытие,,,нет,,,Площадки спортивные универсальные в парках,Point,37.599045994315,55.90116109663,Feature,
37.60483956645,55.899934053303,Point,1251,4,1,97a8efed-e5e9-44f9-b26d-5d80b7af16a8,4488898,1016414,103814,Планируемый к созданию Комплексный заказник Алтуфьевский,Комплексный заказник Алтуфьевский,парк (озелененная городская территория),универсальная спортивная площадка,универсальная спортивная площадка,государственная региональная,региональная,Департамент природопользования и охраны окружающей среды города Москвы,Северо-Восточный административный округ,район Бибирево,"Алтуфьевское шоссе, дом 94",leshoz_sewer@mail.ru,,(495) 579-29-76,,,,,,,110493,понедельник,07:00-23:00,110494,вторник,07:00-23:00,110495,среда,07:00-23:00,110496,четверг,07:00-23:00,110497,пятница,07:00-23:00,110498,суббота,07:00-23:00,110499,воскресенье,07:00-23:00,,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,37.60483956601032,55.8999340533341,01.12,31.03,111000,понедельник,07:00-23:00,111001,вторник,07:00-23:00,111002,среда,07:00-23:00,111003,четверг,07:00-23:00,111004,пятница,07:00-23:00,111005,суббота,07:00-23:00,111006,воскресенье,07:00-23:00,,функционирует,100,10,10,,без дополнительного освещения,грунтовое покрытие,,,нет,,,Площадки спортивные универсальные в парках,Point,37.60483956645,55.899934053303,Feature,
37.416456356551,55.865759522971,Point,1251,4,1,2d924f8b-a859-4226-a73c-2b167e6dd70a,4489181,1016461,105219,Особо охраняемая природная территория «Природно-исторический парк Тушинский»,Особо охраняемая природная территория «Природно-исторический парк Тушинский»,особо охраняемая природная территория,универсальная спортивная площадка №2,универсальная спортивная площадка,государственная региональная,региональная,Департамент природопользования и охраны окружающей среды города Москвы,Северо-Западный административный округ,район Северное Тушино,"улица Вилиса Лациса, домовладение 26, строение 1",gpbu@oopt-szao.ru,,(499) 199-01-10,,,,,,,110549,понедельник,08:00-23:00,110550,вторник,08:00-23:00,110551,среда,08:00-23:00,110552,четверг,08:00-23:00,110553,пятница,08:00-23:00,110554,суббота,08:00-23:00,110555,воскресенье,08:00-23:00,,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,37.41645635627443,55.86575952278873,01.12,31.03,111056,понедельник,08:00-23:00,111057,вторник,08:00-23:00,111058,среда,08:00-23:00,111059,четверг,08:00-23:00,111060,пятница,08:00-23:00,111061,суббота,08:00-23:00,111062,воскресенье,08:00-23:00,,функционирует,375,25,15,,без дополнительного освещения,грунтовое покрытие,,,нет,,,Площадки спортивные универсальные в парках,Point,37.416456356551,55.865759522971,Feature,
37.681326353619,55.576772670085,Point,1251,4,1,67288ac2-9040-4a8e-90b8-5985143cbff0,4489992,1016960,108462,Парк имени Герцена,Парк им.Герцена,парк (озелененная городская территория),универсальная спортивная площадка,универсальная спортивная площадка,государственная региональная,региональная,Департамент природопользования и охраны окружающей среды города Москвы,Южный административный округ,район Бирюлёво Восточное,"Загорьевский проезд, дом 4",oopt.uao@gmail.com,,(495) 978-27-82,,,,,,,110689,понедельник,08:00-22:00,110690,вторник,08:00-22:00,110691,среда,08:00-22:00,110692,четверг,08:00-22:00,110693,пятница,08:00-22:00,110694,суббота,08:00-22:00,110695,воскресенье,08:00-22:00,,нет,,нет,,да,нет,нет,нет,нет,нет,нет,37.68132635364081,55.57677267020029,01.12,31.03,111196,понедельник,08:00-22:00,111197,вторник,08:00-22:00,111198,среда,08:00-22:00,111199,четверг,08:00-22:00,111200,пятница,08:00-22:00,111201,суббота,08:00-22:00,111202,воскресенье,08:00-22:00,,функционирует,1800,60,30,,без дополнительного освещения,грунтовое покрытие,,,нет,,,Площадки спортивные универсальные в парках,Point,37.681326353619,55.576772670085,Feature,
37.463585215681,55.65347711054,Point,1251,4,1,0a07405e-654a-4f69-987b-272f62075350,4491187,1017022,105529,Ландшафтный заказник «Тропаревский»,ЛЗ «Тропаревский»,парк (озелененная городская территория),универсальная спортивная площадка №2,универсальная спортивная площадка,государственная региональная,региональная,Департамент природопользования и охраны окружающей среды города Москвы,Западный административный округ,район Тропарёво-Никулино,"улица Академика Анохина, дом 64, строение 1",,uooptzao.ru,(499) 726-15-84,,,,,,,110710,понедельник,09:00-20:00,110711,вторник,09:00-20:00,110712,среда,09:00-20:00,110713,четверг,09:00-20:00,110714,пятница,09:00-20:00,110715,суббота,09:00-20:00,110716,воскресенье,09:00-20:00,,нет,,нет,,нет,нет,да,нет,нет,нет,нет,37.46358521610637,55.6534771105589,01.12,31.03,111217,понедельник,09:00-20:00,111218,вторник,09:00-20:00,111219,среда,09:00-20:00,111220,четверг,09:00-20:00,111221,пятница,09:00-20:00,111222,суббота,09:00-20:00,111223,воскресенье,09:00-20:00,,функционирует,130,13,10,,без дополнительного освещения,грунтовое покрытие,,,нет,,,Площадки спортивные универсальные в парках,Point,37.463585215681,55.65347711054,Feature,
37.466687190883,55.648206588281,Point,1251,4,1,3e66e59d-5d86-4a09-bd38-cdc7556eb0ce,4491201,1017023,105529,Ландшафтный заказник «Тропаревский»,ЛЗ «Тропаревский»,парк (озелененная городская территория),универсальная спортивная площадка №3,универсальная спортивная площадка,государственная региональная,региональная,Департамент природопользования и охраны окружающей среды города Москвы,Западный административный округ,район Тропарёво-Никулино,"улица Академика Анохина, дом 64, строение 1",,uooptzao.ru,(499) 726-15-84,,,,,,,110717,понедельник,09:00-20:00,110718,вторник,09:00-20:00,110719,среда,09:00-20:00,110720,четверг,09:00-20:00,110722,пятница,09:00-20:00,110724,суббота,09:00-20:00,110726,воскресенье,09:00-20:00,,нет,,нет,,нет,нет,да,нет,нет,нет,нет,37.46668719083197,55.64820658832259,01.12,31.03,111224,понедельник,09:00-20:00,111225,вторник,09:00-20:00,111226,среда,09:00-20:00,111227,четверг,09:00-20:00,111229,пятница,09:00-20:00,111231,суббота,09:00-20:00,111233,воскресенье,09:00-20:00,,функционирует,120,30,4,,без дополнительного освещения,грунтовое покрытие,,,нет,,,Площадки спортивные универсальные в парках,Point,37.466687190883,55.648206588281,Feature,
37.397524820977,55.84115012971,Point,1251,4,1,444f3395-2d64-4940-a8be-961f6f29fde0,4491274,1017136,105219,Особо охраняемая природная территория «Природно-исторический парк Тушинский»,Особо охраняемая природная территория «Природно-исторический парк Тушинский»,особо охраняемая природная территория,универсальная спортивная площадка №3,универсальная спортивная площадка,государственная региональная,региональная,Департамент природопользования и охраны окружающей среды города Москвы,Северо-Западный административный округ,район Северное Тушино,"улица Вилиса Лациса, домовладение 26, строение 1",gpbu@oopt-szao.ru,,(499) 199-01-10,,,,,,,110773,понедельник,08:00-23:00,110774,вторник,08:00-23:00,110775,среда,08:00-23:00,110776,четверг,08:00-23:00,110777,пятница,08:00-23:00,110778,суббота,08:00-23:00,110779,воскресенье,08:00-23:00,,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,37.39752482086045,55.841150129692615,01.12,31.03,111280,понедельник,08:00-23:00,111281,вторник,08:00-23:00,111282,среда,08:00-23:00,111283,четверг,08:00-23:00,111284,пятница,08:00-23:00,111285,суббота,08:00-23:00,111286,воскресенье,08:00-23:00,,функционирует,100,10,10,,без дополнительного освещения,грунтовое покрытие,,,нет,,,Площадки спортивные универсальные в парках,Point,37.397524820977,55.84115012971,Feature,
37.424458726968,55.867143178724,Point,1251,4,1,44c27301-e4cd-42e4-ba35-5ee9cffa2fc4,4491287,1017137,105219,Особо охраняемая природная территория «Природно-исторический парк Тушинский»,Особо охраняемая природная территория «Природно-исторический парк Тушинский»,особо охраняемая природная территория,универсальная спортивная площадка №1,универсальная спортивная площадка,государственная региональная,региональная,Департамент природопользования и охраны окружающей среды города Москвы,Северо-Западный административный округ,район Северное Тушино,"улица Вилиса Лациса, домовладение 26, строение 1",gpbu@oopt-szao.ru,,(499) 199-01-10,,,,,,,110780,понедельник,08:00-23:00,110781,вторник,08:00-23:00,110782,среда,08:00-23:00,110783,четверг,08:00-23:00,110784,пятница,08:00-23:00,110785,суббота,08:00-23:00,110786,воскресенье,08:00-23:00,,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,37.42445872687051,55.86714317860868,01.12,31.03,111287,понедельник,08:00-23:00,111288,вторник,08:00-23:00,111289,среда,08:00-23:00,111290,четверг,08:00-23:00,111291,пятница,08:00-23:00,111292,суббота,08:00-23:00,111293,воскресенье,08:00-23:00,,функционирует,100,10,10,,без дополнительного освещения,грунтовое покрытие,,,нет,,,Площадки спортивные универсальные в парках,Point,37.424458726968,55.867143178724,Feature,
